"177","Radhanpur","India","23.83000000","71.60000000","5.5","0","1"
"178","Balaghat","India","21.80000000","80.20000000","5.5","0","1"
"179","Pulgaon","India","20.73000000","78.33000000","5.5","0","1"
"180","Shahada","India","21.55000000","74.47000000","5.5","0","1"
"181","Salem","India","11.66943700","78.14086500","5.5","0","1"
"182","Godhra","India","22.77730000","73.62030000","5.5","0","1"
"183","Chhota udaipur (gj)","India","22.1912","74.036","5.5","0","1"
"184","Matheraan","India","18.31000000","73.51000000","5.5","0","1"
"185","Mubarakpur","India","26.09000000","83.17000000","5.5","0","1"
"186","Pratapgarh","India","25.03000000","74.78000000","5.5","0","1"
"187","Wardha","India","20.74420000","78.60270000","5.5","0","1"
"188","Mungeli","India","22.06666700","81.68333300","5.5","0","1"
"189","Amalner (mh)","India","21.05","75.07","5.5","0","1"
"190","Khandwa","India","21.83333300","76.33333300","5.5","0","1"
"191","Vatwa","India","23.09615000","72.81665000","5.5","0","1"
"192","Dahanu","India","19.96666700","72.73333300","5.5","0","1"
"193","Limbdi (Kathiyawad)","India","22.56666700","71.80000000","5.5","0","1"
"194","Junagadh","India","21.51666700","70.46666700","5.5","0","1"
"195","Mehsana (gj)","India","23.597","72.385","5.5","0","1"
"196","Alirajpur","India","22.30000000","74.35000000","5.5","0","1"
"197","Muktainagar","India","21.03900000","76.06000000","5.5","0","1"
"198","Palanpur (gj)","India","24.20000000","72.48330000","5.5","0","1"
"199","Damnagar","India","21.70000000","71.51666700","5.5","0","1"
"200","Khergam","India","20.79040000","73.01940000","5.5","0","1"
"201","Kesur (MP)","India","22.62349000","75.32609000","5.5","0","1"
"202","Sheopur (MP)","India","25.40000000","76.42000000","5.5","0","1"
"203","Rajnandgaon","India","21.10000000","81.03000000","5.5","0","1"
"204","Gurgaon (hr)","India","28.47","77.03","5.5","0","1"
"205","Prakasha (mh)","India","21.56531","74.33431","5.5","0","1"
"206","Solapur (mh)","India","17.68","75.92","5.5","0","1"
"207","Barwala (gj)","India","22.14435","71.94251","5.5","0","1"
"208","Belgaum","India","15.51000000","74.37000000","5.5","0","1"
"209","Kotma","India","23.12000000","81.58000000","5.5","0","1"
"210","Nandurbar","India","21.37000000","74.25000000","5.5","0","1"
"211","Rampura","India","24.28000000","75.26000000","5.5","0","1"
"212","Alote","India","23.76214000","75.55991000","5.5","0","1"
"213","Viramgam","India","23.12363800","72.05274200","5.5","0","1"
"214","Sangamner","India","19.57713900","74.20796500","5.5","0","1"
"215","Kankroli (rj)","India","25.06667","73.88333","5.5","0","1"
"216","Khamgaon","India","20.71162200","76.56612800","5.5","0","1"
"217","Dungarpur","India","23.50000000","73.44000000","5.5","0","1"
"218","Khargone","India","21.83352400","75.61498900","5.5","0","1"
"219","Kapadwanj","India","23.02000000","73.07000000","5.5","0","1"
"220","Sonkatch","India","22.97293500","76.34690100","5.5","0","1"
"221","Bhabra","India","32.22886800","73.21903200","5.5","0","1"
"222","Pondicherry","India","11.91386000","79.81447200","5.5","0","1"
"223","Vasind","India","19.40659900","73.26759800","5.5","0","1"
"224","Barwaha (mp)","India","22.253243","76.040792","5.5","0","1"
"225","Ajmer","India","26.45000000","74.64000000","5.5","0","1"
"226","Hoshangabad","India","22.74612800","77.71935600","5.5","0","1"
"227","Secunderabad","India","17.43993000","78.49827600","5.5","0","1"
"228","Alibaug","India","18.65112500","72.86827900","5.5","0","1"
"229","Badlapur","India","19.16678400","73.23679400","5.5","0","1"
"230","Kalyan","India","19.24243900","73.12019300","5.5","0","1"
"231","Virar","India","19.46562200","72.80609900","5.5","0","1"
"232","Anuppur","India","23.11365500","81.69763200","5.5","0","1"
"233","Sunel","India","24.37157600","75.95822900","5.5","0","1"
"234","Nathdwara","India","24.92914000","73.82132000","5.5","0","1"
"235","Nagar","India","26.46391500","75.20269000","5.5","0","1"
"236","Goa","India","15.29932650","74.12399600","5.5","0","1"
"237","Ashta","India","23.01804740","76.71597190","5.5","0","1"
"238","Karjat","India","19.53527778","73.55000000","5.5","0","1"
"239","Thane","India","19.16666667","72.95000000","5.5","0","1"
"240","Daman","India","20.41666667","72.85000000","5.5","0","1"
"241","Navsari","India","20.85000000","72.91666667","5.5","0","1"
"242","Porbandar","India","21.65000000","69.60000000","5.5","0","1"
"243","Gondal","India","21.96666667","70.80000000","5.5","0","1"
"244","Barwani","India","22.03000000","74.89999000","5.5","0","1"
"245","Harda","India","22.56666660","77.15000000","5.5","0","1"
"246","Anand","India","22.56086900","72.95477290","5.5","0","1"
"247","Nadiad","India","22.68952900","72.85724600","5.5","0","1"
"248","Gandhidham","India","23.07116800","70.13539200","5.5","0","1"
"249","Lunavada","India","23.13325720","73.61607400","5.5","0","1"
