"814","1","Syedna Ibrahim Bin Syedna Husain (R.A)  Hisne Afedat (Yemen) 11ma Dai Al Mutlaq","<p><img src=""https://www.aajnodin.com/fck_eg/image/11ma%20dai%20mutlaq.jpg"" alt="""" />&nbsp;</p>","10-10","1","1","0","https://www.aajnodin.com/fck_eg/image/11ma%20dai%20mutlaq.jpg"
"143","1","Syedi Ameenji Bin Jalal , Ahmedabad","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/Syedi-ameenji.jpg"" /></p>","13-10","1","1","0","https://www.aajnodin.com/fck_eg/image/Syedi-ameenji.jpg"
"144","1","Shaikh Qutubkhan Bhai Bin Sulaimanji , Pune","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/Shaikh-Qutub-khan(1).jpg"" /></p>","24-10","1","1","0","https://www.aajnodin.com/fck_eg/image/Shaikh-Qutub-khan(1).jpg"
"145","1","Syedi Abde Moosa Bin Syedna Ismail Badruddin (R.A) , Jamnagar","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/Syedi-Abde-Moosa.jpg"" /></p>","25-10","1","1","0","https://www.aajnodin.com/fck_eg/image/Syedi-Abde-Moosa.jpg"
"147","1","Miya Saheb Abdul Ali Waliyullah (A.Q) , Jaora","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/Jaora.jpg"" /></p>","27-10","1","1","0","https://www.aajnodin.com/fck_eg/image/Jaora.jpg"
"151","1","Aai Saheba Amatullah Aai Saheba Aqeelato Dail Ajal Syedna Mohammed Burhanuddin (49th Dai Al Mutlaq) (R.A.)","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/Aaisaheba.jpg"" /></p>","4-11","1","1","0","https://www.aajnodin.com/fck_eg/image/Aaisaheba.jpg"
"152","1","Mazoon Ud Dawat Syedi Abdul Qadir Hakimuddin (A.Q.) SURAT","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/SAH.jpg"" /></p>","7-11","1","1","0","https://www.aajnodin.com/fck_eg/image/SAH.jpg"
"153","1","Syedi Shaikh Adam Safiyuddin Bin Syedna Noor Mohammed Nooruddin (37th Dai Al Mutlaq) (R.A)","<p>Details will be updated soon.</p>","8-11","1","0","1",
"154","1","Syedna Feerkhan Shujauddin (Ra) In Ahmedabad (India) 33ma Dai Al Mutlaq","<p><img width=""800"" height=""2500"" alt="""" src=""https://www.aajnodin.com/fck_eg/image/SFS.jpg"" /></p>","9-11","1","1","0","https://www.aajnodin.com/fck_eg/image/SFS.jpg"
"155","1","Syedna Ali Bin Mohammed As Sulaihi,  Yemen","<p>Details will be updated soon.</p>","11-11","1","0","1",
"156","1","Syedi Hasan Bin Nooh Bharuchi (A.Q),  Masaar","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/hasan-bin-nooh.jpg"" /></p>","11-11","1","1","0","https://www.aajnodin.com/fck_eg/image/hasan-bin-nooh.jpg"
"159","1","Syedna Ali Bin Syedna Husain (Ra)  Sanaa (Yemen) 9ma Dai Al Mutlaq","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/9th.jpg"" /></p>","13-11","1","1","0","https://www.aajnodin.com/fck_eg/9th.jpg"
"161","1","Rani Bai Saheba (A.Q) Binta Syedna Ismail Badruddin (R.A)","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/Rani-aaisaheba(1).jpg"" /></p>","15-11","1","1","0","https://www.aajnodin.com/fck_eg/image/Rani-aaisaheba(1).jpg"
"163","1","Syedi Mulla Wali Bhai Shaheed Bin Syedi Jivanji (A.Q)","<p><img width=""790"" height=""1200"" alt="""" src=""https://www.aajnodin.com/fck_eg/image/syedi%20mulla%20vali.jpg"" /></p>","20-11","1","1","0","https://www.aajnodin.com/fck_eg/image/syedi%20mulla%20vali.jpg"
